,Datetime,Tweet Id,Text,Username,Like Count,Display Name,Language
0,2021-02-23 23:59:59+00:00,1364364414372093962,"Pasado na sa Senado ang Vaccine Program Bill! 

Nilalayon natin na ang vaccine card ay makatulong sa epektibong pag-rollout ng pagbakuna sa bansa. 

LIBRE ito para sa lahat ng Pilipino!

#Covid19Ph #CovidVaccine #Health #Safety https://t.co/oCnJDcRZD3",SenGracePOE,43,GRACE POE,tl
1,2021-02-23 23:59:49+00:00,1364364372441587718,"@GovTimWalz Shame on you for claiming to care about teachers, your words drip of betrayal/hollow politician speak. You tell teachers to find their own CoVid vaccine options and then take them all away when we find them. Thanks for being worse than those who openly hate teachers",Cooly9759,0,Cooly,en
2,2021-02-23 23:59:43+00:00,1364364345426206722,golden by harry styles was playing while I got my first covid vaccine dose today so I think that’s a good sign,dxzzyoncaffeine,8,bb v,en
3,2021-02-23 23:59:41+00:00,1364364338753110019,"To be clear, I'm not saying take off your mask now and go to a big party or visit unvaccinated elderly, I'm not saying covid is over. What I am saying is it's been 11 months, he have a vaccine, we have to start preparing for a total return of normal life soon",ChaseClark2260,1,Chase Clark,en
4,2021-02-23 23:59:31+00:00,1364364294050078720,oh no my teacher got the covid vaccine and now she doesnt feel well,sanascheesekim1,0,Navi~sanascheesekimbap |last waltz supremacist|,en
5,2021-02-23 23:59:29+00:00,1364364288626987010,How to fix the mess of COVID-19 vaccine appointment scheduling ⁦@IrmaRaste⁩ #covid19  https://t.co/ayiwvf0ehz,EvanKirstel,4,Evan Kirstel #TechFluencer,en
6,2021-02-23 23:59:29+00:00,1364364287209328641,COVID-19 Vaccines arrive tomorrow. Yeeey. Follow us for live coverage tomorrow https://t.co/tLGSJkDCLi,aviationgh,1,AviationGhana,en
7,2021-02-23 23:59:28+00:00,1364364282566225922,"@asmrDarling It's actually bed time for me pretty much, but I had my covid vaccine today 😊 so it absolutely was",annasucksatlife,0,InsomniacAnna,en
8,2021-02-23 23:59:24+00:00,1364364265268932608,📷 No syringe? No vaccine. This high-tech factory in Spain is helping UNICEF and the world to deliver 1 billion syringes to countries around the globe to support COVID-19 vaccinations.... https://t.co/ydwWErfLJ9,doctorsoncal,0,"Doctors On Call, Inc",en
9,2021-02-23 23:59:22+00:00,1364364256838230016,No syringe? No vaccine. This high-tech factory in Spain is helping UNICEF and the world to deliver 1 billion syringes to countries around the globe to support COVID-19 vaccinations. https://t.co/log7xzlgKc,doctorsoncal,0,"Doctors On Call, Inc",en
10,2021-02-23 23:59:20+00:00,1364364250987171841,"#Canterbury kicks off COVID-19 vaccinations 
https://t.co/EAEKWkzbX6
#Auckland #Aviation #Christchurch #Community #Fulltime #Health #Healthcare #Immunisation #InfectiousDiseases #Isolation #Medicine #MinistryOfHealth #NewZealand #Quarantine #Screening #Vaccination #Vaccines https://t.co/Tl5LqkXmCi",MirageNewsCom,0,Mirage News,en
11,2021-02-23 23:59:14+00:00,1364364226500960257,"Report calls for delaying second doses of vaccine, warns of surge fueled by coronavirus variant.
As I suspected,they know the morphing &amp; mutating variants of COVID are coming too fast and the vaccine will not be bale to stop it. They are in a huge rush right now to just contain.",NotDevinsMom,6,Devin Nunes Is No Longer In Congress,en
12,2021-02-23 23:59:13+00:00,1364364219676831749,"Updated adverse reaction data for COVID-19 MRNA VACCINE PFIZER-BIONTECH (TOZINAMERAN)
""The number of individual cases identified in EudraVigilance for TOZINAMERAN is 71,060 (up to 23/02/2021)""",CunneenKeith,1,The Dork of Cork,en
13,2021-02-23 23:59:11+00:00,1364364210507898886,"I have no patience for covid vaccine skeptics. Had to log off Facebook so I would stop yelling at a friend of a friend who started a comment with ""I suggest everyone does a great deal of research before taking the vaccine.""",mikerhoneTM,4,Mike Rhone,en
14,2021-02-23 23:59:07+00:00,1364364196482191360,"@CDCgov @AZDHS  Please, I have looked all over for specific mention. Is a Arizona Massage Therapist in Covid vaccine Phase 1A or 1B ??",BonTop10,1,Courtney Paige Riley,en
15,2021-02-23 23:59:01+00:00,1364364169034813440,"""These Covid-19 vaccines are as much a victory for public health now as the Salk vaccine was then."" Remarks on Polio vaccine which began in USA during 1950's
https://t.co/r5vzqS7JrV",germandarior,0,German Dario Ramirez,en
16,2021-02-23 23:58:58+00:00,1364364156967792643,"""Number of UK Covid vaccinations falls by a third as vaccine supply dips

Factors at play include high uptake plus stockpiling for second doses""

Negative news, positive underlying reasons. Let's hope vaccine supplies pick back up soon. https://t.co/xZexQwrLaf",uk_domain_names,26,Edwin Hayward 🦄 🗡,en
17,2021-02-23 23:58:58+00:00,1364364156745342978,Johnson &amp; Johnson ready to ship nearly 4 million doses of COVID-19 vaccine in U.S. https://t.co/TXqA4uGIrP,QingEmpireDaily,0,大清帝國日報 Qing Dynasty Empire Daily,en
18,2021-02-23 23:58:53+00:00,1364364137099313153,Just got my first Covid vaccine shot. Feeling very grateful!,geraghtyvl,25,Linda Geraghty,en
19,2021-02-23 23:58:53+00:00,1364364135501242368,"Federal law prohibits employers and others from requiring vaccination with a Covid-19 vaccine distributed under an EUA
https://t.co/58ETIbF0Qh",shartstorm8d8,1,ClintTorrez (Psyop Perception Management),en
20,2021-02-23 23:58:48+00:00,1364364117780402176,Why is it so hard to book a COVID vaccine appointment? T_T https://t.co/Z3oNEophug,erikadasha,0,d a s h a 🎀,en
21,2021-02-23 23:58:47+00:00,1364364112608825346,The Point is tell the world how many people recover from the sickness of COVID-19  WITH THE VACCINE? Don't tell the world how many people you all give it to. Tell the world how many people recover from COVID-19 SICKNESS WITH THE DOSE OF VACCINE. ANY QUESTION VS QUESTIONS? https://t.co/UU9d1uYPJn,sadifusuddnsee,0,sadi richards,en
22,2021-02-23 23:58:46+00:00,1364364109249191939,B.C. expanding vaccine workforce as province records 559 new cases of COVID-19 - https://t.co/02Xkk0E04O has been published on Canada News Media - https://t.co/W6gd7rxU5d #news https://t.co/sxTgLSMgmw,canadanewsmedia,0,Canadanewsmedia,en
23,2021-02-23 23:58:42+00:00,1364364089032642560,Time for Covid Vaccines to be available in our clinics!! @msdh @TCBPubHealth,CreekmoreClinic,2,Creekmore Clinic,en
24,2021-02-23 23:58:34+00:00,1364364056396660736,Report: Covid-19 Vaccine Found to Cause Neurological Disorders https://t.co/UTRjf1e5Bm,deblalaa,0,Bodiceainfowarrior,en
25,2021-02-23 23:58:32+00:00,1364364048209387522,How does the new mRNA COVID vaccine work? https://t.co/ArwpOJhajv https://t.co/IGsK6jDyCA,zaldytor,1,Zaldy Tor,en
26,2021-02-23 23:58:27+00:00,1364364027439284226,How to Fix the Mess of Scheduling a COVID-19 Vaccine - https://t.co/YaB6xvjimC https://t.co/7yyEgqJ1gV,americasnewshub,0,America's NewsHub,en
27,2021-02-23 23:58:20+00:00,1364364000058826753,@GOPLeader The first thing Trump did was downplay Covid but then want to take credit for the vaccine. Total azzholes all of you,jlf2030,0,Jlf2030,en
28,2021-02-23 23:58:16+00:00,1364363980769230848,"How vaccines work against COVID-19: Science, Simplified https://t.co/AsplJ38VDQ via @YouTube 

#COVID19 #vaccines #Vacunas",aerglan,0,Aerglan Technology LLC,en
29,2021-02-23 23:58:10+00:00,1364363956161183744,"COVID-19 Vaccine Inequalities Echo The HIV Crisis : Goats and Soda 

https://t.co/5Nr4vcmZxP",MARIUS_DTOWN,0,Marius Andrei,en
